1	2	1	0.0303	0.0999	0.0254	100	1	0	0	0	0	0	0	1
1	3	1	0.0129	0.0424	0.01082	100	1	0	0	0	0	0	0	2
4	5	1	0.00176	0.00798	0.0021	100	1	0	0	0	0	0	0	3
3	5	1	0.0241	0.108	0.0284	100	1	0	0	0	0	0	0	4
5	6	1	0.0119	0.054	0.01426	100	1	0	0	0	0	0	0	5
6	7	1	0.00459	0.0208	0.0055	100	1	0	0	0	0	0	0	6
8	9	1	0.00244	0.0305	1.162	100	1	0	0	0	0	0	0	7
8	5	1	0	0.0267	0	100	0.985	0	0	0	0	0	0	8
9	10	1	0.00258	0.0322	1.23	100	1	0	0	0	0	0	0	9
4	11	1	0.0209	0.0688	0.01748	100	1	0	0	0	0	0	0	10
5	11	1	0.0203	0.0682	0.01738	100	1	0	0	0	0	0	0	11
11	12	1	0.00595	0.0196	0.00502	100	1	0	0	0	0	0	0	12
2	12	1	0.0187	0.0616	0.01572	100	1	0	0	0	0	0	0	13
3	12	1	0.0484	0.16	0.0406	100	1	0	0	0	0	0	0	14
7	12	1	0.00862	0.034	0.00874	100	1	0	0	0	0	0	0	15
11	13	1	0.02225	0.0731	0.01876	100	1	0	0	0	0	0	0	16
12	14	1	0.0215	0.0707	0.01816	100	1	0	0	0	0	0	0	17
13	15	1	0.0744	0.2444	0.06268	100	1	0	0	0	0	0	0	18
14	15	1	0.0595	0.195	0.0502	100	1	0	0	0	0	0	0	19
12	16	1	0.0212	0.0834	0.0214	100	1	0	0	0	0	0	0	20
15	17	1	0.0132	0.0437	0.0444	100	1	0	0	0	0	0	0	21
16	17	1	0.0454	0.1801	0.0466	100	1	0	0	0	0	0	0	22
17	18	1	0.0123	0.0505	0.01298	100	1	0	0	0	0	0	0	23
18	19	1	0.01119	0.0493	0.01142	100	1	0	0	0	0	0	0	24
19	20	1	0.0252	0.117	0.0298	100	1	0	0	0	0	0	0	25
15	19	1	0.012	0.0394	0.0101	100	1	0	0	0	0	0	0	26
20	21	1	0.0183	0.0849	0.0216	100	1	0	0	0	0	0	0	27
21	22	1	0.0209	0.097	0.0246	100	1	0	0	0	0	0	0	28
22	23	1	0.0342	0.159	0.0404	100	1	0	0	0	0	0	0	29
